term	warmth	competence	sociability	trust
scare tactics	-0.714	-0.068	-0.714	-0.667
scavenger hunt	0.905	0.068	0.905	0.083
scented candle	0.762	0.124	0.762	0.037
school age	0.778	0.000	0.778	0.212
school board	0.606	-0.064	0.370	0.606
school day	0.625	0.034	0.625	0.061
school friend	1.000	0.392	1.000	0.700
school teacher	0.952	0.600	0.952	0.833
science teacher	0.697	0.388	0.667	0.697
scientific fact	0.917	0.566	0.000	0.917
scientific method	0.662	0.242	-0.286	0.662
scientific research	0.917	0.586	-0.524	0.917
scientific studies	0.767	0.586	0.000	0.767
scorching hot	0.148	0.032	0.148	-0.067
scotch tape	0.167	-0.258	0.167	-0.037
scream for	-0.593	-0.282	-0.542	-0.593
scream out	-0.571	-0.074	-0.571	-0.182
screw it	-0.636	-0.134	-0.292	-0.636
screw over	-0.944	-0.384	-0.889	-0.944
screw this	-0.733	-0.072	-0.667	-0.733
screw up	-0.639	0.000	-0.481	-0.639
screw with	-0.639	-0.072	-0.556	-0.639
screw you	-1.000	-0.234	-0.926	-1.000
screwed up	-0.727	-0.100	-0.625	-0.727
scuba diving	0.267	0.000	0.267	0.000
scum bag	-1.000	-0.272	-1.000	-0.939
sea lion	0.833	0.098	0.833	0.037
season ticket	0.667	0.000	0.667	0.593
second class	-0.542	-0.310	-0.542	-0.182
second cousin	0.619	-0.118	0.619	0.424
second degree	0.125	-0.214	0.000	0.125
second floor	0.152	-0.172	0.000	0.152
second guess	-0.238	0.066	-0.238	-0.103
second hand	-0.259	-0.142	-0.167	-0.259
second nature	0.800	0.324	0.333	0.800
second opinion	0.857	0.178	0.857	0.694
second person	0.333	-0.276	0.333	0.000
second string	-0.111	-0.242	-0.111	0.056
secret society	-0.708	0.434	-0.708	-0.630
security blanket	1.000	0.260	1.000	0.528
security council	0.611	0.624	0.476	0.611
security risk	-0.762	-0.230	-0.762	-0.606
see life	0.467	0.100	0.467	0.061
see red	-0.778	0.148	-0.583	-0.778
see things	0.556	-0.162	0.556	0.030
seek revenge	-0.848	-0.300	-0.833	-0.848
seem like	0.292	0.068	0.292	0.030
self confidence	0.917	0.608	0.917	0.606
self control	0.758	0.370	0.417	0.758
self deprecating	0.583	-0.034	0.583	0.500
self destruct	-0.833	-0.104	-0.833	-0.700
self discipline	0.861	0.276	0.381	0.861
self esteem	0.792	0.286	0.792	0.233
self loathing	-0.792	-0.242	-0.792	-0.722
self pity	-0.667	-0.434	-0.667	-0.455
self respecting	0.963	0.448	0.810	0.963
self righteousness	-0.750	0.406	-0.750	-0.700
selfish person	-0.970	-0.500	-0.833	-0.970
sell out	-0.733	-0.194	-0.583	-0.733
selling point	0.375	0.200	0.375	0.182
send back	-0.208	-0.500	-0.208	0.154
send out	0.762	-0.214	0.762	-0.056
send over	0.429	-0.076	0.429	0.061
send up	-0.028	0.032	0.000	-0.028
sense out	0.056	-0.414	0.056	0.030
sensitive skin	0.407	-0.296	0.407	0.100
sentimental value	0.958	0.172	0.958	0.056
separation anxiety	0.714	0.000	0.714	0.037
septic tank	-0.889	-0.034	-0.889	-0.593
serial killer	-1.000	-0.068	-1.000	-0.909
serious injury	-0.704	-0.400	-0.704	0.061
service dog	0.963	-0.026	0.963	0.944
service fee	-0.333	0.200	-0.333	0.061
service industry	0.741	0.234	0.741	0.636
set against	-0.619	-0.108	-0.619	-0.361
set aside	0.515	-0.166	0.167	0.515
set back	-0.148	-0.322	-0.148	-0.121
set down	0.000	-0.034	0.000	0.000
set fire	-0.639	0.034	-0.533	-0.639
set in	0.143	0.034	0.143	0.000
set off	0.042	-0.482	0.042	-0.030
set up	0.208	0.214	0.208	-0.133
settle into	0.542	0.096	0.542	0.100
sex life	0.370	-0.064	0.370	0.000
sex toy	-0.714	-0.300	-0.714	-0.296
sex toys	-0.500	-0.286	-0.500	-0.067
sex worker	-0.528	-0.484	-0.481	-0.528
sexual abuse	-1.000	-0.334	-1.000	-0.972
sexual assault	-1.000	-0.534	-1.000	-1.000
sexual harassment	-1.000	-0.414	-1.000	-1.000
sexual orientation	0.222	-0.034	0.222	0.037
sexual preference	0.167	-0.200	0.167	0.000
sexual tension	-0.111	-0.242	0.000	-0.111
shades of	0.111	0.090	0.111	0.000
shake hands	0.917	0.154	0.917	0.727
shake off	0.083	-0.242	0.083	0.000
shake out	0.125	-0.322	0.125	0.000
shake up	-0.333	-0.112	-0.111	-0.333
shape up	0.533	-0.148	0.190	0.533
share in	0.926	-0.036	0.926	0.528
sharia law	-0.667	0.072	-0.667	0.333
shave off	-0.500	-0.500	-0.500	0.000
shea butter	0.619	-0.194	0.619	0.303
sheet music	0.167	-0.034	0.167	0.121
shift work	0.273	0.120	-0.167	0.273
shine through	0.952	0.380	0.952	0.600
ship out	-0.143	-0.388	-0.143	-0.100
shipping company	0.545	0.192	0.143	0.545
shock value	-0.429	-0.206	-0.429	-0.111
shook up	-0.233	-0.034	-0.208	-0.233
shoot back	-0.542	-0.142	-0.542	-0.361
shoot down	-0.636	0.064	-0.556	-0.636
shoot off	-0.333	-0.300	-0.333	-0.278
shoot out	-0.667	-0.234	-0.667	-0.567
shoot up	-0.636	-0.162	-0.625	-0.636
shooting guard	0.583	0.334	0.583	0.056
shooting range	-0.208	0.452	-0.208	0.091
shooting star	0.833	0.134	0.833	0.074
shop around	0.619	-0.036	0.619	0.121
shopping cart	0.167	-0.138	0.167	0.111
shopping center	0.375	0.192	0.375	0.000
shopping centre	0.375	0.226	0.375	0.194
shopping mall	0.583	0.034	0.583	0.061
short circuit	-0.625	-0.276	-0.625	-0.152
short leash	-0.444	-0.034	-0.292	-0.444
short of	-0.389	-0.258	-0.389	0.000
short on	-0.333	-0.300	-0.250	-0.333
short one	0.190	-0.444	0.190	-0.133
short order	0.061	-0.200	0.042	0.061
short period	0.250	-0.096	0.250	0.074
short run	0.048	0.000	0.048	-0.030
short sighted	-0.611	-0.266	-0.611	-0.400
short story	0.667	-0.200	0.667	0.139
short term	0.056	-0.200	-0.042	0.056
short time	0.133	-0.290	0.042	0.133
short while	0.286	-0.362	0.286	0.000
short with	-0.583	-0.194	-0.583	-0.278
shot down	-0.619	-0.068	-0.619	-0.424
shot glass	0.083	-0.300	0.083	0.000
shoulder pads	-0.042	-0.156	-0.042	0.033
show business	0.810	0.296	0.810	-0.194
show interest	0.917	0.518	0.917	0.611
show respect	1.000	0.276	1.000	0.788
show time	0.833	0.314	0.833	0.167
show up	0.905	-0.134	0.905	0.600
shower head	0.121	-0.034	0.074	0.121
showing off	-0.619	0.178	-0.619	-0.375
shrivel up	-0.667	-0.420	-0.667	-0.194
shut down	-0.667	-0.344	-0.667	-0.333
shut in	-0.625	-0.178	-0.625	0.000
shut off	-0.667	-0.406	-0.667	-0.133
shut out	-0.714	-0.482	-0.714	-0.242
shut up	-0.875	-0.124	-0.875	-0.778
shy away	-0.583	-0.366	-0.583	-0.100
sick day	-0.121	-0.400	0.067	-0.121
sick days	0.375	-0.586	0.375	0.212
sick joke	-0.714	-0.108	-0.714	-0.133
sick kids	1.000	-0.946	1.000	-0.121
sick leave	0.152	-0.690	0.048	0.152
sick man	-0.375	-0.608	-0.375	-0.367
sick of	-0.583	-0.310	-0.583	-0.182
sick pay	0.485	-0.074	0.375	0.485
sick people	0.625	-0.452	0.000	0.625
sick person	0.389	-0.750	0.389	0.208
sick time	0.042	-0.234	0.042	0.000
sickle cell	-0.389	-0.388	-0.389	0.000
side effect	-0.182	-0.518	0.000	-0.182
side step	-0.200	-0.266	-0.095	-0.200
sign off	-0.167	-0.310	-0.167	0.067
sign out	-0.333	-0.104	-0.333	0.030
sign with	0.111	0.138	0.111	0.091
significant other	1.000	0.358	1.000	0.636
silent treatment	-0.875	-0.036	-0.875	-0.600
silver fox	0.556	0.034	0.429	0.556
silver lining	0.958	0.306	0.958	0.611
silver medal	0.250	0.104	0.095	0.250
simmer down	0.190	-0.138	0.190	0.139
simple majority	0.630	0.142	0.000	0.630
singing voice	0.778	-0.036	0.778	0.364
single out	-0.542	-0.486	-0.542	-0.033
sink into	-0.381	-0.434	-0.381	-0.061
sinking feeling	-0.630	-0.200	-0.630	-0.152
sinking ship	-0.625	-0.250	-0.625	-0.528
sit for	0.056	-0.310	0.056	0.030
sit out	-0.250	-0.250	-0.250	-0.056
sit still	-0.444	-0.366	-0.444	0.121
sit through	-0.278	-0.156	-0.278	-0.067
sitting pretty	0.429	0.268	0.429	0.152
six pack	0.292	0.134	0.292	0.067
sixth sense	0.250	0.178	0.250	0.139
size up	-0.167	0.094	-0.083	-0.167
ski mask	-0.741	-0.034	-0.667	-0.741
skid row	-0.792	-0.286	-0.792	-0.700
skill set	0.267	0.334	0.000	0.267
skin cancer	-0.625	-0.310	-0.625	0.000
skin care	0.875	0.000	0.875	0.200
skin color	0.000	-0.200	0.000	0.000
skip out	-0.633	-0.366	-0.571	-0.633
skip over	-0.381	-0.300	-0.381	0.000
sky blue	0.286	0.176	0.286	0.222
sky diving	0.542	0.310	0.542	0.121
slam on	-0.556	-0.034	-0.556	-0.083
slap on	-0.333	-0.300	-0.333	-0.185
slap shot	0.048	0.032	0.048	0.000
slave labor	-1.000	-0.516	-1.000	-1.000
slave owner	-1.000	-0.100	-0.958	-1.000
slave trade	-1.000	-0.134	-1.000	-0.909
sleep apnea	-0.292	-0.266	-0.292	0.028
sleep around	-0.704	-0.286	-0.583	-0.704
sleep deprivation	-0.667	-0.294	-0.667	-0.333
sleep over	0.889	-0.552	0.889	0.000
sleep paralysis	-0.458	-0.420	-0.458	0.030
sleep through	-0.250	-0.250	-0.250	0.000
sleep tight	0.944	-0.226	0.944	0.292
sleep walking	0.037	-0.448	0.037	0.000
sleeping beauty	0.278	-0.034	0.278	0.083
sleeping giant	0.481	-0.096	0.481	0.042
sleeping pill	-0.407	-0.322	-0.407	0.000
sleeping pills	-0.667	-0.322	-0.667	-0.370
sliced bread	0.500	-0.134	0.500	0.000
slide off	-0.515	-0.464	-0.042	-0.515
slight disgust	-0.667	-0.364	-0.667	-0.424
slight surprise	0.417	0.114	0.417	0.111
slight trust	0.306	-0.510	0.292	0.306
slightly negative	-0.250	-0.482	-0.250	-0.222
slightly positive	0.381	0.134	0.381	0.212
slip away	-0.333	-0.322	-0.333	-0.194
slip out	-0.333	-0.304	0.143	-0.333
slip through	-0.278	-0.226	0.048	-0.278
slip up	-0.306	-0.162	0.000	-0.306
slippery slope	-0.528	0.090	-0.519	-0.528
slo mo	-0.148	-0.334	-0.148	0.030
sloppy joe	0.556	-0.076	0.556	0.030
sloppy seconds	-0.758	-0.310	-0.708	-0.758
slot in	0.444	-0.354	0.444	0.000
slow burn	-0.167	-0.234	-0.167	0.000
slow day	-0.061	-0.366	0.000	-0.061
slow death	-1.000	-0.966	-1.000	-0.125
slow down	0.361	-0.466	-0.095	0.361
slow in	-0.208	-0.548	-0.208	0.000
slow motion	0.095	-0.178	0.095	0.000
slow pace	0.407	-0.484	-0.048	0.407
slow process	-0.143	-0.518	-0.143	-0.100
slow progress	-0.238	-0.026	-0.238	-0.139
slow start	-0.143	-0.552	-0.143	-0.111
slumber party	1.000	-0.034	1.000	0.242
smack down	-0.667	0.370	-0.667	-0.424
small cap	-0.095	-0.250	-0.095	0.000
small stuff	0.190	-0.380	0.190	0.000
small world	0.917	0.130	0.917	0.200
smart man	0.583	0.322	0.583	0.424
smart move	0.458	0.678	0.458	0.190
smart people	0.476	0.592	0.476	0.222
smart phone	0.212	0.178	0.000	0.212
smart thing	0.333	0.334	0.111	0.333
smart watch	0.306	0.518	0.167	0.306
smarten up	0.286	0.108	0.286	0.222
smear campaign	-1.000	0.062	-0.905	-1.000
smell test	0.556	-0.172	0.000	0.556
smile on	0.958	0.322	0.958	0.593
smiley face	0.952	0.172	0.952	0.606
smoke alarm	0.606	-0.034	-0.083	0.606
smoke detector	0.818	0.250	0.000	0.818
smoke out	-0.700	-0.240	-0.593	-0.700
smoke screen	-0.767	-0.242	-0.458	-0.767
smoke shop	-0.542	-0.034	-0.542	-0.367
smoke up	-0.519	-0.178	0.333	-0.519
smoking gun	-0.667	0.172	-0.667	-0.636
smooth jazz	0.625	0.116	0.625	0.061
smooth out	0.611	-0.258	0.611	0.444
smooth sailing	0.952	0.104	0.952	0.133
snake eyes	-0.778	-0.400	-0.571	-0.778
snake oil	-1.000	-0.344	-0.917	-1.000
snap at	-0.750	-0.200	-0.750	-0.364
snap out	-0.375	-0.434	-0.375	-0.033
sneak out	-0.633	-0.206	-0.583	-0.633
sneaking suspicion	-0.636	-0.116	-0.625	-0.636
snitch on	-0.583	-0.034	-0.583	-0.444
snow day	0.857	0.024	0.857	0.030
snow fall	-0.444	-0.116	-0.444	-0.028
snow globe	0.625	0.230	0.625	0.083
snow storm	-0.708	0.096	-0.708	-0.028
snowed in	-0.292	-0.154	-0.292	0.000
so long	0.238	-0.258	0.238	0.121
so right	0.758	0.100	0.704	0.758
so so	-0.042	-0.230	-0.042	0.000
so what	-0.519	-0.096	-0.519	-0.212
soaking wet	0.048	-0.310	0.048	0.030
sober up	0.133	-0.200	0.048	0.133
soccer player	0.619	0.354	0.619	0.250
social club	1.000	0.000	1.000	0.472
social contract	0.889	0.468	0.889	0.833
social democracy	0.792	0.654	0.792	0.704
social gathering	1.000	0.334	1.000	0.303
social life	0.958	0.344	0.958	0.389
social network	0.810	0.234	0.810	-0.167
social problems	0.250	-0.412	0.250	-0.152
social science	0.714	0.178	0.714	0.667
social services	0.905	0.310	0.905	0.606
social studies	0.857	0.116	0.857	0.600
social welfare	1.000	0.466	1.000	0.722
social work	1.000	-0.072	1.000	0.818
social worker	1.000	0.290	1.000	0.833
sock in	-0.292	-0.234	-0.292	-0.167
soft drink	0.524	-0.194	0.524	0.121
soft skills	0.905	0.300	0.905	0.606
soft spoken	1.000	0.138	1.000	0.515
soft spot	0.905	-0.234	0.905	0.472
softball game	0.917	0.214	0.917	0.083
software developer	0.639	0.534	0.167	0.639
software engineer	0.697	0.388	-0.250	0.697
solar eclipse	-0.190	0.234	-0.190	0.000
solar energy	0.278	0.420	0.278	0.148
solar power	0.571	0.178	0.571	0.267
solar powered	0.545	0.034	0.333	0.545
sold out	-0.167	-0.366	-0.143	-0.167
solitary confinement	-1.000	0.000	-1.000	-0.222
some chick	-0.139	-0.234	0.095	-0.139
some disgust	-0.708	-0.358	-0.708	-0.273
some old	-0.037	-0.286	0.000	-0.037
some other	-0.030	-0.072	0.000	-0.030
some surprise	0.571	0.000	0.571	0.139
something awful	-0.905	-0.276	-0.905	-0.467
something like	0.000	-0.032	0.000	0.000
something smells	-0.500	-0.162	-0.500	-0.233
somewhat negative	-0.458	-0.700	-0.458	-0.394
somewhat positive	0.407	0.334	0.407	0.091
sonic boom	-0.667	0.166	-0.667	0.000
sore loser	-0.833	-0.482	-0.833	-0.700
sore throat	-0.444	-0.194	-0.444	0.028
sore thumb	-0.429	-0.366	-0.429	-0.333
soul food	0.963	0.276	0.963	0.185
soul mate	1.000	-0.044	1.000	0.583
soul sister	0.917	0.166	0.917	0.593
sound check	0.381	-0.072	0.381	0.074
sound off	-0.458	-0.466	-0.458	-0.121
sound out	0.381	-0.200	0.381	0.200
sound track	0.333	0.162	0.333	0.091
sounds good	0.926	0.166	0.926	0.515
sounds like	0.148	-0.154	0.148	0.000
sour grapes	-0.611	-0.104	-0.611	-0.417
south bend	0.030	-0.032	0.000	0.030
soviet union	-0.630	0.068	-0.630	-0.567
space exploration	0.212	0.124	0.111	0.212
space out	-0.167	-0.034	-0.167	0.000
space program	0.467	0.154	0.083	0.467
space ship	0.091	0.166	0.074	0.091
space travel	0.148	0.486	0.067	0.148
spare parts	-0.190	0.172	-0.190	0.074
sparkling water	0.250	0.108	0.250	0.212
speak out	0.857	-0.064	0.857	0.600
speak up	0.767	0.266	0.625	0.767
special effects	0.042	0.222	0.042	0.037
special interest	0.259	0.444	0.259	-0.222
special needs	1.000	0.062	1.000	0.472
special olympics	1.000	0.484	1.000	0.733
special session	0.152	0.444	0.083	0.152
speech impediment	0.429	-0.036	0.429	-0.030
speed bump	0.143	-0.108	0.143	0.133
speed limit	0.556	0.072	0.000	0.556
speed up	0.091	0.444	0.037	0.091
speeding ticket	-0.625	0.226	-0.625	-0.407
spew out	-0.625	-0.250	-0.625	-0.467
spice up	0.630	-0.056	0.630	0.139
spin off	0.167	-0.334	0.056	0.167
spin out	-0.593	-0.408	0.000	-0.593
spit out	-0.630	-0.656	-0.630	-0.417
spit up	-0.125	-0.234	-0.125	-0.111
split on	-0.333	-0.250	-0.333	0.028
split up	-0.619	-0.242	-0.619	-0.121
spoiled brat	-0.917	-0.266	-0.917	-0.639
sporting event	0.762	0.310	0.762	0.267
sporting goods	0.467	0.250	0.200	0.467
sports car	0.111	0.319	0.000	0.111
sports center	0.708	0.408	0.708	0.139
sports day	0.857	0.358	0.857	0.556
sports fan	0.905	0.260	0.905	0.222
spot on	0.952	0.130	0.952	0.633
spread out	0.095	-0.220	0.095	0.091
spring break	0.958	-0.218	0.958	0.083
spring rolls	0.667	-0.066	0.667	0.091
spring training	0.667	0.242	0.667	0.273
spy on	-0.833	-0.178	-0.750	-0.833
squeaky clean	0.917	-0.038	0.708	0.917
squeeze out	-0.455	-0.366	-0.381	-0.455
stage left	0.000	-0.376	0.000	0.000
stand against	-0.524	0.234	-0.524	0.500
stand back	-0.222	-0.414	-0.222	-0.030
stand by	0.944	-0.134	0.944	0.767
stand corrected	0.606	0.000	0.389	0.606
stand down	0.455	-0.352	-0.111	0.455
stand in	0.455	-0.108	0.167	0.455
stand it	0.091	-0.064	0.000	0.091
stand still	-0.111	0.256	-0.111	0.111
stand tall	0.667	-0.036	0.476	0.667
stand up	0.889	0.344	0.519	0.889
standard procedure	0.667	0.580	0.000	0.667
standing ovation	1.000	0.366	1.000	0.636
stanley cup	0.611	0.038	0.611	0.037
star fruit	0.333	-0.146	0.333	0.000
stare down	-0.458	-0.266	-0.458	-0.030
start date	0.194	-0.022	0.167	0.194
start in	0.095	0.234	0.095	0.028
start off	0.417	-0.166	0.417	0.000
start with	0.583	0.214	0.583	0.000
starting line	0.167	0.404	0.167	0.030
starting point	0.143	0.266	0.143	0.121
state fair	0.815	0.068	0.815	0.515
state park	0.889	0.258	0.889	0.667
state university	0.636	0.312	0.389	0.636
station wagon	0.208	0.066	0.208	0.121
stay alive	1.000	0.142	1.000	0.167
stay away	-0.667	-0.276	-0.667	-0.091
stay back	-0.481	-0.406	-0.481	-0.028
stay behind	-0.381	-0.266	-0.381	0.028
stay down	-0.500	-0.396	-0.500	-0.037
stay hungry	0.042	0.000	0.042	0.000
stay off	-0.429	-0.440	-0.429	0.033
stay on	0.200	0.222	0.167	0.200
stay together	0.952	0.310	0.952	0.722
stay tuned	0.167	0.138	0.167	0.000
stay up	0.375	0.034	0.375	0.121
stay well	0.889	0.192	0.889	0.194
stay with	1.000	0.124	1.000	0.296
staying power	0.697	0.482	0.542	0.697
steak house	0.583	-0.200	0.583	0.212
steam ahead	0.611	0.062	0.611	0.333
step back	0.111	-0.266	0.111	0.030
step down	0.467	-0.380	-0.167	0.467
step forward	0.926	0.366	0.926	0.533
step off	-0.583	-0.388	-0.583	-0.056
step over	-0.375	-0.376	-0.375	-0.067
stepping down	0.303	-0.280	-0.167	0.303
stepping stone	0.500	0.414	0.500	0.233
stick around	0.867	-0.266	0.867	0.733
stick on	-0.167	0.218	-0.167	0.000
stick out	-0.125	-0.130	-0.125	0.000
stick shift	-0.190	0.000	-0.190	0.028
stick with	0.857	0.186	0.857	0.606
sticking out	-0.167	-0.310	-0.167	0.000
sticky fingers	-0.867	0.172	-0.762	-0.867
stink eye	-0.704	-0.214	-0.704	-0.697
stir crazy	-0.444	0.250	-0.444	-0.121
stockholm syndrome	-0.667	-0.260	-0.667	-0.444
stomach ache	-0.125	-0.324	-0.125	0.000
stomach flu	-0.476	-0.586	-0.476	-0.030
stomp on	-0.733	-0.148	-0.619	-0.733
stone age	-0.286	0.096	-0.286	0.000
stone cold	-1.000	0.028	-1.000	-0.121
stoop to	-0.542	-0.258	-0.542	-0.519
stop at	-0.042	-0.484	-0.042	0.000
stop by	0.958	-0.400	0.958	0.091
stop in	0.429	-0.384	0.429	0.030
stop light	0.700	-0.124	0.042	0.700
stop on	-0.250	-0.184	-0.250	0.000
stop over	0.143	-0.290	0.143	0.000
stop sign	0.700	0.000	-0.125	0.700
stoppage time	0.000	-0.226	0.000	0.000
straight answer	0.933	0.260	0.667	0.933
straight away	0.583	0.260	0.583	0.074
straight days	0.133	0.142	0.037	0.133
straight forward	0.788	0.342	0.556	0.788
straight games	0.515	0.214	0.000	0.515
straight hair	0.100	-0.034	0.048	0.100
straight home	0.611	0.380	-0.056	0.611
straight lines	0.875	0.214	-0.056	0.875
straight men	0.061	0.366	0.042	0.061
straight shooter	1.000	0.358	0.778	1.000
stranger danger	-0.767	-0.242	-0.708	-0.767
straw man	-0.583	-0.066	-0.583	-0.467
strawberry jam	1.000	0.000	1.000	0.121
stray cat	-0.296	-0.366	0.000	-0.296
street corner	-0.364	-0.194	0.000	-0.364
street smart	0.571	0.148	0.571	0.375
strep throat	-0.125	-0.258	-0.125	-0.083
stress out	-0.542	-0.236	-0.542	-0.033
stress test	-0.375	-0.154	-0.375	0.152
stressed out	-0.370	-0.458	-0.370	-0.182
stretched out	-0.056	-0.290	-0.056	0.000
strictly speaking	-0.500	0.154	-0.500	0.148
strike at	-0.667	-0.166	-0.667	-0.576
strike back	-0.519	0.034	-0.519	-0.100
strike on	-0.389	-0.068	-0.389	0.000
strike out	-0.542	-0.066	-0.542	0.000
strike zone	0.111	0.448	-0.042	0.111
string together	0.296	0.172	0.296	0.000
strings attached	-0.733	0.172	-0.238	-0.733
strip away	-0.583	-0.112	-0.583	-0.233
strip club	-0.636	-0.194	-0.619	-0.636
strip of	-0.208	-0.334	-0.208	-0.194
stripper pole	-0.714	-0.200	-0.714	-0.133
strong case	0.667	0.600	0.333	0.667
strong man	0.485	0.742	0.125	0.485
strong point	0.576	0.400	0.167	0.576
strong sense	0.700	0.536	0.500	0.700
strong suit	0.485	0.392	0.238	0.485
strong support	1.000	0.280	1.000	0.788
struggle on	0.048	-0.400	0.048	-0.033
struggle to	-0.250	-0.310	-0.250	-0.095
stuck on	-0.042	-0.482	-0.042	0.030
stuck up	-0.917	-0.194	-0.917	-0.455
stuck with	0.190	-0.488	0.190	-0.083
student council	0.875	0.234	0.875	0.583
student loan	-0.167	0.064	-0.167	0.000
student teaching	0.875	0.300	0.875	0.556
student union	0.833	0.322	0.833	0.556
studio album	0.167	0.186	0.167	0.139
study abroad	0.875	0.222	0.875	0.273
stuff it	-0.500	-0.104	-0.500	-0.455
stuffed animal	0.958	-0.373	0.958	0.455
stumble into	0.222	-0.310	0.222	-0.091
stumble on	-0.200	0.072	-0.200	0.028
stumble upon	0.296	-0.166	0.296	0.000
stunt double	0.333	0.130	0.238	0.333
sub par	-0.462	-0.206	-0.407	-0.462
subject matter	0.121	0.250	0.000	0.121
subject to	-0.095	-0.034	-0.095	-0.033
subscribe for	0.250	0.276	0.111	0.250
subscribe to	0.481	-0.044	0.481	0.472
substance abuse	-0.867	-0.226	-0.792	-0.867
subway station	-0.333	0.000	-0.333	0.111
subway system	0.212	0.488	-0.167	0.212
success story	0.958	0.646	0.958	0.250
such that	0.000	-0.112	0.000	0.000
suck at	-0.667	-1.000	-0.667	-0.633
suck in	-0.606	-0.208	-0.524	-0.606
suck up	-0.611	-0.480	-0.611	-0.576
sucked in	-0.722	-0.434	-0.519	-0.722
sucker punch	-0.909	-0.204	-0.778	-0.909
sudden death	-0.926	-0.500	-0.926	-0.152
suffer from	-0.458	-0.572	-0.458	-0.182
sugar bowl	0.667	-0.234	0.667	0.121
sugar cookie	0.963	0.108	0.963	0.167
summer camp	0.963	0.064	0.963	0.633
summer house	0.857	0.172	0.857	0.152
summer time	0.958	0.068	0.958	0.000
summer vacation	0.952	0.166	0.952	0.167
sunflower seeds	0.458	0.034	0.458	0.111
sunny side	0.958	0.108	0.958	0.148
super duper	0.889	0.206	0.889	0.083
support group	0.905	0.138	0.905	0.848
support level	0.958	-0.068	0.958	0.606
support network	0.958	0.434	0.958	0.917
support system	1.000	0.448	1.000	0.545
sure hope	0.952	0.142	0.952	0.556
sure sign	0.515	0.222	0.381	0.515
sure thing	1.000	0.178	1.000	0.788
surprise party	0.926	0.380	0.926	0.212
surprise surprise	0.619	0.586	0.619	-0.042
surprised at	0.238	0.388	0.238	0.000
surrender to	-0.500	-0.104	-0.500	-0.111
survival horror	-0.667	-0.172	-0.667	-0.259
sustainable development	0.889	0.538	0.708	0.889
swallow that	-0.083	-0.096	-0.048	-0.083
sweat it	0.190	-0.162	0.190	0.000
sweet corn	0.625	-0.178	0.625	0.037
sweet dreams	0.917	0.096	0.917	0.212
sweet home	1.000	0.372	1.000	0.750
sweet jesus	0.708	0.172	0.708	0.167
sweet pea	0.958	-0.138	0.958	0.111
sweet potato	0.792	0.034	0.792	0.111
sweet spot	0.917	0.266	0.917	0.139
sweet tea	0.958	-0.266	0.958	0.303
sweet tooth	0.750	-0.276	0.750	0.033
sweetie pie	0.958	-0.166	0.958	0.485
swimming pool	0.762	0.142	0.762	0.000
swine flu	-0.625	-0.310	-0.625	0.000
switch off	-0.524	-0.334	-0.524	-0.056
switch on	0.167	0.160	0.000	0.167
switched on	0.500	0.108	0.500	0.194
table tennis	0.778	0.172	0.778	0.091
tack on	-0.212	0.222	0.000	-0.212
taco truck	0.857	-0.062	0.857	0.061
tag along	0.762	-0.036	0.762	-0.033
tail end	-0.056	-0.540	0.042	-0.056
take advantage	-0.758	0.500	-0.704	-0.758
take advice	0.875	-0.108	0.875	0.667
take care	0.958	0.000	0.958	0.833
take chances	0.630	0.040	0.630	-0.167
take charge	0.727	0.414	0.571	0.727
take control	0.556	0.724	0.056	0.556
take cover	-0.429	0.250	-0.429	0.167
take down	-0.259	-0.138	-0.259	-0.182
take drugs	-0.917	-0.420	-0.917	-0.630
take heart	0.917	0.420	0.917	0.767
take heed	0.697	0.032	0.458	0.697
take home	0.100	0.096	0.048	0.100
take in	0.852	0.096	0.852	-0.519
take issue	-0.292	-0.414	-0.292	-0.100
take of	-0.111	0.036	-0.111	-0.030
take offense	-0.458	-0.108	-0.458	-0.200
take out	0.292	-0.222	0.292	0.000
take pleasure	0.852	0.034	0.852	0.133
take pride	0.619	0.200	0.619	0.606
take responsibility	0.926	0.482	0.708	0.926
take solace	0.952	-0.216	0.952	0.639
take stock	0.485	0.200	0.143	0.485
take to	0.792	-0.108	0.792	0.091
take up	0.139	-0.066	0.037	0.139
taken aback	0.042	-0.370	0.042	0.000
taken with	0.542	0.100	0.542	0.000
taking control	0.615	0.620	0.429	0.615
talent show	0.833	0.162	0.833	0.091
talk back	-0.500	-0.100	-0.500	-0.433
talk dirty	-0.667	-0.234	-0.375	-0.667
talk down	-0.810	-0.250	-0.810	-0.424
talk over	0.286	0.068	0.286	-0.091
talk through	0.944	-0.250	0.944	0.067
talk with	0.926	-0.034	0.926	0.152
tall buildings	-0.292	0.344	-0.292	0.121
tall glass	0.061	0.000	0.042	0.061
tap dance	0.875	0.226	0.875	0.091
tap dancing	0.733	0.000	0.733	-0.033
tap in	0.185	0.104	0.185	0.152
tap out	-0.500	-0.206	-0.500	-0.061
target practice	-0.250	0.556	-0.250	0.000
tarot card	-0.300	-0.100	-0.095	-0.300
tax avoidance	-0.667	-0.134	-0.619	-0.667
tax base	-0.381	0.200	-0.381	0.182
tax bill	-0.583	0.178	-0.583	0.028
tax bracket	-0.333	0.094	-0.333	0.000
tax evasion	-1.000	0.034	-1.000	-1.000
tax fraud	-1.000	-0.428	-1.000	-0.939
tax hike	-0.708	0.064	-0.708	-0.556
